model_name,model_parameters,lecture_title,lecture_topic,system_prompt_id,dialog_id,f1,precision,recall,claim_recall,context_precision,context_utilization,hallucination,faithfulness,noise_sensitivity,self_knowledge
gemma3,4.3B,3. Инструменты обучения НС,Что такое Momentum в оптимизации?,prompt4,dialog0561,20.0,43.5,27.0,0.0,0.0,0.0,7.7,39.5,0.0,2.9
gemma3,4.3B,3. Инструменты обучения НС,Что такое Adam?,prompt4,dialog0562,20.0,43.5,27.0,0.0,0.0,0.0,7.7,39.5,0.0,2.9
gemma3,4.3B,3. Инструменты обучения НС,Что такое learning rate?,prompt4,dialog0563,20.0,43.5,27.0,0.0,0.0,0.0,7.7,39.5,0.0,2.9
gemma3,4.3B,3. Инструменты обучения НС,Что такое метод Ньютона?,prompt4,dialog0564,20.0,43.5,27.0,0.0,0.0,0.0,7.7,39.5,0.0,2.9
gemma3,4.3B,3. Инструменты обучения НС,Что такое RMSProp?,prompt4,dialog0565,20.0,43.5,27.0,0.0,0.0,0.0,7.7,39.5,0.0,2.9
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли шаг в SGD для L(w)=w^2, w=3, η=0.1.",prompt4,dialog0566,20.0,43.5,27.0,0.0,0.0,0.0,7.7,39.5,0.0,2.9
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли v_t в Momentum: γ=0.9, v_{t-1}=1, ∇L=2, η=0.1.",prompt4,dialog0567,20.0,43.5,27.0,0.0,0.0,0.0,7.7,39.5,0.0,2.9
gemma3,4.3B,3. Инструменты обучения НС,"В Adagrad, G_{t-1,ii}=4, g_t=2, η=0.1, ε=1e-8.",prompt4,dialog0568,20.0,43.5,27.0,0.0,0.0,0.0,7.7,39.5,0.0,2.9
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли learning rate decay: η0=0.1, t=5, T=10, linear.",prompt4,dialog0569,20.0,43.5,27.0,0.0,0.0,0.0,7.7,39.5,0.0,2.9
gemma3,4.3B,3. Инструменты обучения НС,"В Nesterov, вычисли ∇ в ω - γ v_{t-1}: γ=0.9, v=1, ∇=2.",prompt4,dialog0570,20.0,43.5,27.0,0.0,0.0,0.0,7.7,39.5,0.0,2.9
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое метод k-ближайших соседей?,prompt3,dialog0511,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как выбрать количество соседей k в k-NN?,prompt3,dialog0512,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое евклидова метрика?,prompt3,dialog0513,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,В чем суть наивного байесовского классификатора?,prompt3,dialog0514,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как работает сглаживание по Лапласу?,prompt3,dialog0515,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое манхэттенское расстояние?,prompt3,dialog0516,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как вычислить вероятность класса в Naive Bayes?,prompt3,dialog0517,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое расстояние Чебышёва?,prompt3,dialog0518,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как классифицировать письмо как спам в Naive Bayes?,prompt3,dialog0519,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,В чем разница между k-NN и взвешенным k-NN?,prompt3,dialog0520,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Вычисли вероятность спама для слова 'приз' из примера.,prompt3,dialog0521,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли расстояние Евклида между (1,2) и (3,4).",prompt3,dialog0522,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"В примере с погодой, вычисли F(да) для теста.",prompt3,dialog0523,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли P(да | пасмурно, холодно, влажно, да).",prompt3,dialog0524,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"В спам-примере, вычисли P(win|спам) с Laplace.",prompt3,dialog0525,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,3. Инструменты обучения НС,Что такое autograd?,prompt3,dialog0526,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,3. Инструменты обучения НС,Что такое TensorFlow?,prompt3,dialog0527,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,3. Инструменты обучения НС,Что такое Keras?,prompt3,dialog0528,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,3. Инструменты обучения НС,Что такое over-fitting?,prompt3,dialog0529,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,3. Инструменты обучения НС,Что такое SGD?,prompt3,dialog0530,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,3. Инструменты обучения НС,Что такое Momentum в оптимизации?,prompt3,dialog0531,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,3. Инструменты обучения НС,Что такое Adam?,prompt3,dialog0532,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,3. Инструменты обучения НС,Что такое learning rate?,prompt3,dialog0533,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,3. Инструменты обучения НС,Что такое метод Ньютона?,prompt3,dialog0534,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,3. Инструменты обучения НС,Что такое RMSProp?,prompt3,dialog0535,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли шаг в SGD для L(w)=w^2, w=3, η=0.1.",prompt3,dialog0536,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли v_t в Momentum: γ=0.9, v_{t-1}=1, ∇L=2, η=0.1.",prompt3,dialog0537,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,3. Инструменты обучения НС,"В Adagrad, G_{t-1,ii}=4, g_t=2, η=0.1, ε=1e-8.",prompt3,dialog0538,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли learning rate decay: η0=0.1, t=5, T=10, linear.",prompt3,dialog0539,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,3. Инструменты обучения НС,"В Nesterov, вычисли ∇ в ω - γ v_{t-1}: γ=0.9, v=1, ∇=2.",prompt3,dialog0540,47.2,44.6,59.7,39.2,50.0,40.1,12.6,33.0,11.8,4.4
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое метод k-ближайших соседей?,prompt2,dialog0481,43.7,40.8,59.9,38.8,50.0,40.7,9.9,36.9,15.2,3.2
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как выбрать количество соседей k в k-NN?,prompt2,dialog0482,43.7,40.8,59.9,38.8,50.0,40.7,9.9,36.9,15.2,3.2
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое евклидова метрика?,prompt2,dialog0483,43.7,40.8,59.9,38.8,50.0,40.7,9.9,36.9,15.2,3.2
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,В чем суть наивного байесовского классификатора?,prompt2,dialog0484,43.7,40.8,59.9,38.8,50.0,40.7,9.9,36.9,15.2,3.2
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как работает сглаживание по Лапласу?,prompt2,dialog0485,43.7,40.8,59.9,38.8,50.0,40.7,9.9,36.9,15.2,3.2
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое манхэттенское расстояние?,prompt2,dialog0486,43.7,40.8,59.9,38.8,50.0,40.7,9.9,36.9,15.2,3.2
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как вычислить вероятность класса в Naive Bayes?,prompt2,dialog0487,43.7,40.8,59.9,38.8,50.0,40.7,9.9,36.9,15.2,3.2
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое расстояние Чебышёва?,prompt2,dialog0488,43.7,40.8,59.9,38.8,50.0,40.7,9.9,36.9,15.2,3.2
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как классифицировать письмо как спам в Naive Bayes?,prompt2,dialog0489,43.7,40.8,59.9,38.8,50.0,40.7,9.9,36.9,15.2,3.2
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,В чем разница между k-NN и взвешенным k-NN?,prompt2,dialog0490,43.7,40.8,59.9,38.8,50.0,40.7,9.9,36.9,15.2,3.2
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Вычисли вероятность спама для слова 'приз' из примера.,prompt2,dialog0491,43.7,40.8,59.9,38.8,50.0,40.7,9.9,36.9,15.2,3.2
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли расстояние Евклида между (1,2) и (3,4).",prompt2,dialog0492,43.7,40.8,59.9,38.8,50.0,40.7,9.9,36.9,15.2,3.2
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"В примере с погодой, вычисли F(да) для теста.",prompt2,dialog0493,43.7,40.8,59.9,38.8,50.0,40.7,9.9,36.9,15.2,3.2
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли P(да | пасмурно, холодно, влажно, да).",prompt2,dialog0494,43.7,40.8,59.9,38.8,50.0,40.7,9.9,36.9,15.2,3.2
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"В спам-примере, вычисли P(win|спам) с Laplace.",prompt2,dialog0495,43.7,40.8,59.9,38.8,50.0,40.7,9.9,36.9,15.2,3.2
gemma3,4.3B,3. Инструменты обучения НС,Что такое autograd?,prompt2,dialog0496,43.7,40.8,59.9,38.8,50.0,40.7,9.9,36.9,15.2,3.2
gemma3,4.3B,3. Инструменты обучения НС,Что такое TensorFlow?,prompt2,dialog0497,43.7,40.8,59.9,38.8,50.0,40.7,9.9,36.9,15.2,3.2
gemma3,4.3B,3. Инструменты обучения НС,Что такое Keras?,prompt2,dialog0498,43.7,40.8,59.9,38.8,50.0,40.7,9.9,36.9,15.2,3.2
gemma3,4.3B,3. Инструменты обучения НС,Что такое over-fitting?,prompt2,dialog0499,43.7,40.8,59.9,38.8,50.0,40.7,9.9,36.9,15.2,3.2
